,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,reaction_scale,base_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_V0_frequency,amine_V0_intensity,amine_V1_frequency,amine_V1_intensity,amine_V2_frequency,amine_V2_intensity,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift
167,0.0, CC(C)(C(=O)OC)N.C1=CC(=CC=C1C(F)(F)F)Cl.CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,C1=CC=C(C=C1)C(F)(F)F,CC(C)(C)[O-].[Na+],CC(C)(C(=O)OC)NC1=CC=C(C=C1)C(F)(F)F,221,180.0,0.00043,0.00085,0.0004,9.4,0.8,117.15,179.90037,269.83319,0.38053,0.27508,1.8977,0.11461,-0.38968,0.16047,0.0,0.0,0.0,0.0,0.0,0.0,180.55,181.4447,374.15524,0.52465,0.22821,0.7773,0.14258,-0.37079,0.08563,302.4348,0.2297,210.6868,0.0097,80.1961,0.8833,358.5,0.11473,1.2466,0.06802,-0.18275,0.04671,0.3881,288.1565,0.0,0.0,-1.07123,176.9188,0.0,0.0,0.28202,45.4679
168,0.0, CC(C)(C(=O)OC)N.CC1=CC=C(C=C1)Cl.CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=CC=C(C=C1)NC(C)(C)C(=O)OC,222,120.0,0.00171,0.00171,0.005,2.38,-0.36,117.15,179.90037,269.83319,0.38053,0.27508,1.8977,0.11461,-0.38968,0.16047,0.0,0.0,0.0,0.0,0.0,0.0,126.58,133.46064,292.69128,0.50368,0.22787,2.3387,0.10014,-0.32801,0.12773,249.7191,0.0589,1111.3794,48.2355,635.3591,14.23,358.5,0.11473,1.2466,0.06802,-0.18275,0.04671,0.3881,288.1565,0.0,0.0,-1.07123,176.9188,0.0,0.0,0.28202,45.4679
169,86.67,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,223,100.0,0.016,0.024,0.075,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,57.77,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,224,100.0,0.0897,0.135,0.3,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,36.49,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,CC(C)(C)[O-].[Na+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,225,100.0,0.00064,0.00096,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,47.02,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,226,100.0,0.00064,0.00192,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,36.87,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,227,100.0,0.00064,0.00192,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,33.86,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,228,100.0,0.00064,0.00096,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,45.14,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,229,100.0,0.00064,0.00192,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,47.78,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,230,100.0,0.00064,0.00192,0.003,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,92.72,CC1=NN(C(=C1)N)C(C)C.CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,CC(C)(C)[O-].[Na+],CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,232,150.0,0.00046,0.00068,0.0043,2.25,0.73,139.2,225.06144,344.79184,0.4188,0.24729,2.7912,0.06362,-0.31091,0.18367,0.0,0.0,0.0,0.0,0.0,0.0,312.15,323.65991,697.73755,0.66519,0.19669,1.6573,0.13038,-0.32707,0.06631,895.2544,41.5568,527.0257,4.2892,967.5199,32.2561,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,70.39,C1=C(N=C(C=N1)Cl)N.CS(=O)(=O)C1=CC=C(C=C1)Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CS(=O)(=O)C1=CC=C(C=C1)NC2=CN=CC(=N2)Cl,234,85.0,0.0791,0.00475,0.3,2.25,0.73,129.55,93.15344,274.31589,0.59993,0.20827,3.4094,0.12571,-0.33398,0.08257,0.0,0.0,0.0,0.0,0.0,0.0,235.1,209.89372,396.00827,0.50391,0.22229,4.0907,0.14977,-0.37206,0.07253,1314.4945,141.0707,542.5634,54.4749,1139.0824,182.2612,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.78487,133.9796
179,60.42,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)Cl.CN1C=C(C(=N1)C(F)(F)F)N.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=CN(N=C3C(F)(F)F)C,235,100.0,0.0003,0.00076,0.0015,2.25,0.73,329.7,375.14115,747.99878,0.64628,0.19413,6.7286,0.12371,-0.31784,0.07042,0.0,0.0,0.0,0.0,0.0,0.0,201.58,197.4178,392.09409,0.51974,0.22209,6.9934,0.11761,-0.3397,0.10449,1314.4945,141.0707,542.5634,54.4749,1139.0824,182.2612,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,CN.C1=C(C=NC=C1Br)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CNC1=CN=CC(=C1)C(F)(F)F,237,130.0,0.00044,0.00089,0.003,2.25,0.73,31.057,60.21588,66.50731,0.19456,0.29875,1.4698,0.07776,-0.37651,0.22099,0.0,0.0,0.0,0.0,0.0,0.0,225.99,194.73265,372.5632,0.49838,0.2235,0.9066,0.15224,-0.37574,0.07126,823.8935,33.1309,294.8832,0.6117,123.074,0.7525,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-1.19897,137.3661,0.0,0.0,0.58129,15.5383
181,0.0,CN.C1=C(C=NC=C1Br)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CNC1=CN=CC(=C1)C(F)(F)F,238,130.0,0.00044,0.00089,0.003,2.25,0.73,67.52,93.01063,104.99196,0.22985,0.24787,1.297,0.14147,-0.38934,0.1064,0.0,0.0,0.0,0.0,0.0,0.0,225.99,194.73265,372.5632,0.49838,0.2235,0.9066,0.15224,-0.37574,0.07126,823.8935,33.1309,294.8832,0.6117,123.074,0.7525,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-1.16491,148.5337,0.0,0.0,0.0,0.0
182,68.39,CC(C)(C)OC(=O)N1CCNC(=O)C1.COC1=C(C=CC(=C1)Cl)[N+](=O)[O-].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N1CCN(C(=O)C1)C2=CC(=C(C=C2)[N+](=O)[O-])OC,239,90.0,0.0005,3e-05,0.001,2.25,0.73,200.23,249.26935,474.32654,0.5382,0.27658,1.7625,0.10022,-0.3768,0.17636,0.0,0.0,0.0,0.0,0.0,0.0,187.58,187.36964,409.97482,0.5627,0.2028,3.1046,0.17239,-0.37518,0.03041,1399.2636,264.7019,1661.8231,263.3609,1629.9739,129.8228,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,100.3,CC(C)(C)OC(=O)N1CCNC(=O)C1.COC1=C(C=CC(=C1)Cl)[N+](=O)[O-].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N1CCN(C(=O)C1)C2=CC(=C(C=C2)[N+](=O)[O-])OC,241,90.0,0.00749,0.00034,0.017,2.25,0.73,200.23,249.26935,474.32654,0.5382,0.27658,1.7625,0.10022,-0.3768,0.17636,0.0,0.0,0.0,0.0,0.0,0.0,187.58,187.36964,409.97482,0.5627,0.2028,3.1046,0.17239,-0.37518,0.03041,1399.2636,264.7019,1661.8231,263.3609,1629.9739,129.8228,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,16.14,C1COCCN1.COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])N2CCOCC2,242,110.0,0.0121,0.0157,0.1,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,323.08,297.97077,522.4375,0.5263,0.1897,5.4086,0.15333,-0.34303,0.03636,1245.708,69.0186,633.7266,2.1603,658.8881,48.7442,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
185,91.56,C1COCCN1.COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])N2CCOCC2,243,110.0,0.00774,0.0101,0.08,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,323.08,297.97077,522.4375,0.5263,0.1897,5.4086,0.15333,-0.34303,0.03636,1245.708,69.0186,633.7266,2.1603,658.8881,48.7442,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
186,53.1,C1COCCN1.COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COCCOC1=CC(=CC(=C1)[N+](=O)[O-])N2CCOCC2,244,110.0,0.03,0.0901,0.25,2.38,-0.36,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,0.0,0.0,0.0,0.0,0.0,0.0,323.08,297.97077,522.4375,0.5263,0.1897,5.4086,0.15333,-0.34303,0.03636,1245.708,69.0186,633.7266,2.1603,658.8881,48.7442,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.93646,164.1205,0.0,0.0,0.0,0.0
187,34.93,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CC5=C4OC(=CC5=O)N6CCOCC6,245,140.0,0.00037,0.00148,0.006,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,0.0,0.0,0.0,0.0,0.0,0.0,561.6,502.34308,1311.53845,0.93275,0.19054,3.5463,0.12924,-0.31978,0.0613,183.0669,1.7884,1365.9592,180.0767,6.3999,0.586,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-0.82195,200.2876,0.0,0.0,0.0,0.0
188,66.94,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CC5=C4OC(=CC5=O)N6CCOCC6,247,110.0,0.00173,0.00694,0.0173,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,0.0,0.0,0.0,0.0,0.0,0.0,561.6,502.34308,1311.53845,0.93275,0.19054,3.5463,0.12924,-0.31978,0.0613,183.0669,1.7884,1365.9592,180.0767,6.3999,0.586,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-0.82195,200.2876,0.0,0.0,0.0,0.0
189,100.38,CC(C)(C)OC(=O)NC.C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CC5=C4OC(=CC5=O)N6CCOCC6,248,110.0,0.00018,0.00071,0.00178,2.25,0.73,131.17,161.24875,306.15253,0.46443,0.30296,2.3561,0.08637,-0.38933,0.21659,0.0,0.0,0.0,0.0,0.0,0.0,561.6,502.34308,1311.53845,0.93275,0.19054,3.5463,0.12924,-0.31978,0.0613,183.0669,1.7884,1365.9592,180.0767,6.3999,0.586,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-0.82195,200.2876,0.0,0.0,0.0,0.0
190,77.54,CC(=O)N1CCNCC1.COC1=C(C=C(C=C1)Br)[N+](=O)[O-].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)OC)[N+](=O)[O-],249,120.0,0.00646,0.00078,0.01,2.25,0.73,128.17,135.33212,307.31403,0.52396,0.26958,3.7597,0.08468,-0.35427,0.1849,0.0,0.0,0.0,0.0,0.0,0.0,232.03,232.26669,414.49698,0.493,0.19509,4.2163,0.16298,-0.35807,0.03212,1402.863,256.2472,1664.2275,152.6275,1629.1961,111.0326,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,85.85,CC(=O)N1CCNCC1.COC1=C(C=C(C=C1)Br)[N+](=O)[O-].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)OC)[N+](=O)[O-],250,120.0,0.129,0.0155,0.3,2.25,0.73,128.17,135.33212,307.31403,0.52396,0.26958,3.7597,0.08468,-0.35427,0.1849,0.0,0.0,0.0,0.0,0.0,0.0,232.03,232.26669,414.49698,0.493,0.19509,4.2163,0.16298,-0.35807,0.03212,1402.863,256.2472,1664.2275,152.6275,1629.1961,111.0326,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,74.87,CONC(=O)C1=CC=CC=C1N.CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)C(F)(F)F)C,251,100.0,0.0314,0.00314,0.13,2.25,0.73,166.18,216.14414,408.98138,0.51034,0.19361,1.819,0.10409,-0.2977,0.08952,0.0,0.0,0.0,0.0,0.0,0.0,382.12,282.07904,650.9848,0.6802,0.18487,3.0557,0.10734,-0.29221,0.07753,508.5899,0.6157,1595.9541,50.2042,1030.4348,24.4617,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,48.99,CONC(=O)C1=CC=CC=C1N.CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)C(F)(F)F)C,252,100.0,0.00523,0.00052,0.06,2.25,0.73,166.18,216.14414,408.98138,0.51034,0.19361,1.819,0.10409,-0.2977,0.08952,0.0,0.0,0.0,0.0,0.0,0.0,382.12,282.07904,650.9848,0.6802,0.18487,3.0557,0.10734,-0.29221,0.07753,508.5899,0.6157,1595.9541,50.2042,1030.4348,24.4617,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,74.09,COC1=CC=CC(=C1C(=O)NOC)N.CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=C(C(=CC=C3)OC)C(=O)NOC)C(F)(F)F)C,253,90.0,0.00039,6e-05,0.005,2.25,0.73,196.2,224.96679,474.31595,0.57629,0.20802,2.6052,0.09668,-0.30469,0.11134,0.0,0.0,0.0,0.0,0.0,0.0,382.12,282.07904,650.9848,0.6802,0.18487,3.0557,0.10734,-0.29221,0.07753,508.5899,0.6157,1595.9541,50.2042,1030.4348,24.4617,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
